SEC,W,MACH,AIRSPD,TEFLAPL,XIDA,T,ALTSTD,N1,PITCH
2787,60242.90758,0.76,262,0,2.11,-30.25,34108,84,2.11
2788,60242.29069,0.761,263,0,2.11,-30.25,34110,84,2.11
2789,60241.67379,0.762,263,0,2.11,-30.25,34110,84,2.11
2790,60241.0569,0.762,263,0,2.11,-30.25,34109,84,2.11
2791,60240.43798,0.762,263,0,2.11,-30.25,34108,84,2.11
2792,60239.82109,0.762,263,0,2.29,-30.25,34108,84,2.29
2793,60239.20218,0.761,263,0,2.29,-30.25,34106,84,2.29
2794,60238.58528,0.761,263,0,2.29,-30.25,34105,84,2.29
2795,60237.96838,0.76,263,0,2.29,-30.25,34104,84,2.29
2796,60237.35149,0.759,262,0,2.29,-30.25,34103,84,2.29
2797,60236.73459,0.759,262,0,2.29,-30.25,34102,84,2.29
2798,60236.11568,0.759,262,0,2.46,-30,34100,84,2.46
2799,60235.49677,0.759,262,0,2.46,-30,34098,84,2.46
2800,60234.87786,0.759,262,0,2.46,-29.75,34096,84,2.46
2801,60234.25894,0.759,262,0,2.46,-29.5,34095,84,2.46
2802,60233.64003,0.759,262,0,2.46,-29.5,34094,84,2.46
2803,60233.02112,0.759,262,0,2.46,-29.25,34095,84,2.46
2804,60232.40221,0.759,262,0,2.46,-29.25,34096,84,2.46
2805,60231.78128,0.76,262,0,2.46,-29,34096,84,2.46
2806,60231.16035,0.759,262,0,2.46,-29,34098,84,2.46
2807,60230.53942,0.759,262,0,2.46,-29,34098,84,2.46
2808,60229.9185,0.76,262,0,2.29,-29,34101,84,2.29
2809,60229.29757,0.761,263,0,2.29,-29,34102,84,2.29
2810,60228.68067,0.761,263,0,2.29,-29.25,34103,84,2.29
2811,60228.06378,0.762,263,0,2.29,-29.25,34105,84,2.29
2812,60227.44688,0.761,263,0,2.29,-29.5,34107,84,2.29
2813,60226.82998,0.763,263,0,2.11,-29.5,34109,84,2.11
2814,60226.2151,0.765,264,0,2.11,-29.75,34109,84,2.11
2815,60225.60022,0.765,264,0,2.11,-30,34110,84,2.11
2816,60224.98333,0.766,264,0,2.11,-30,34110,84,2.11
2817,60224.36845,0.766,265,0,2.11,-30,34111,84,2.11
2818,60223.75155,0.765,264,0,2.11,-30,34111,84,2.11
2819,60223.13667,0.764,264,0,2.11,-30,34109,84,2.11
2820,60222.52179,0.762,264,0,2.29,-30,34109,84,2.29
2821,60221.90691,0.763,264,0,2.29,-30,34108,84,2.29
2822,60221.29002,0.763,264,0,2.29,-29.75,34107,84,2.29
2823,60220.67312,0.763,264,0,2.29,-29.5,34106,84,2.29
2824,60220.05622,0.762,263,0,2.29,-29.25,34103,84,2.29
2825,60219.43731,0.762,263,0,2.29,-29.25,34104,84,2.29
2826,60218.8184,0.762,263,0,2.29,-29,34103,84,2.29
2827,60218.19949,0.762,263,0,2.29,-29,34102,84,2.29
2828,60217.58259,0.761,263,0,2.29,-29,34102,84,2.29
2829,60216.9657,0.762,263,0,2.29,-29,34101,84,2.29
2830,60216.35283,0.763,263,0,2.29,-29,34103,84,2.29
2831,60215.73997,0.763,264,0,2.29,-29,34103,84,2.29
2832,60215.1271,0.763,264,0,2.29,-29,34105,84,2.29
2833,60214.51424,0.763,264,0,2.29,-29.25,34107,84,2.29
2834,60213.90138,0.764,264,0,2.29,-29.25,34108,84,2.29
2835,60213.28851,0.764,264,0,2.11,-29.25,34108,84,2.11
2836,60212.67565,0.764,264,0,2.11,-29.25,34110,84,2.11
2837,60212.06278,0.764,264,0,2.11,-29.5,34111,84,2.11
2838,60211.44992,0.764,264,0,2.29,-29.5,34111,84,2.29
2839,60210.83907,0.763,264,0,2.29,-29.5,34110,84,2.29
2840,60210.22621,0.763,264,0,2.29,-29.5,34110,84,2.29
2841,60209.61536,0.763,264,0,2.29,-29.5,34107,84,2.29
2842,60209.00451,0.763,264,0,2.29,-29.25,34106,84,2.29
2843,60208.38963,0.763,263,0,2.46,-29.25,34104,84,2.46
2844,60207.77677,0.764,264,0,2.46,-29.25,34102,84,2.46
2845,60207.1639,0.765,264,0,2.46,-29,34100,84,2.46
2846,60206.55104,0.767,264,0,2.46,-28.75,34097,84,2.46
2847,60205.93818,0.768,265,0,2.46,-28.75,34096,84,2.46
2848,60205.32733,0.769,266,0,2.46,-28.5,34096,84,2.46
2849,60204.71245,0.769,266,0,2.46,-28.25,34097,84,2.46
2850,60204.09757,0.768,266,0,2.46,-28,34098,84,2.46
2851,60203.48269,0.768,265,0,2.46,-28,34100,84,2.46
2852,60202.86579,0.767,265,0,2.29,-28,34103,84,2.29
2853,60202.25091,0.767,265,0,2.29,-28,34107,84,2.29
2854,60201.63603,0.768,265,0,2.29,-28,34108,84,2.29
2855,60201.02115,0.768,265,0,2.29,-28,34110,84,2.29
2856,60200.40627,0.767,266,0,2.11,-28,34112,84,2.11
2857,60199.79139,0.766,265,0,2.11,-28,34114,84,2.11
2858,60199.17651,0.765,265,0,2.11,-28.25,34115,84,2.11
2859,60198.56365,0.763,264,0,2.11,-28.25,34117,84,2.11
2860,60197.9528,0.762,263,0,2.11,-28.5,34116,84,2.11
2861,60197.34195,0.763,263,0,1.93,-28.75,34114,84,1.93
2862,60196.73514,0.762,263,0,2.11,-28.75,34113,84,2.11
2863,60196.1263,0.762,263,0,2.11,-29,34114,84,2.11
2864,60195.51949,0.763,263,0,2.11,-29,34111,84,2.11
2865,60194.91267,0.764,264,0,2.11,-29.25,34112,84,2.11
2866,60194.30989,0.764,264,0,2.11,-29.25,34110,84,2.11
2867,60193.70509,0.763,264,0,2.11,-29.25,34108,84,2.11
2868,60193.10029,0.764,264,0,2.11,-29.25,34107,84,2.11
2869,60192.49549,0.763,264,0,2.11,-29.25,34103,84,2.11
2870,60191.89069,0.764,264,0,2.29,-29.25,34105,84,2.29
2871,60191.28589,0.763,264,0,2.29,-29,34101,84,2.29
2872,60190.68109,0.764,264,0,2.29,-29,34097,84,2.29
2873,60190.07629,0.765,264,0,2.46,-29,34096,84,2.46
2874,60189.47149,0.766,265,0,2.46,-28.75,34094,84,2.46
2875,60188.86467,0.766,265,0,2.46,-28.75,34091,84,2.46
2876,60188.25786,0.766,265,0,2.46,-28.5,34091,84,2.46
2877,60187.64902,0.766,265,0,2.46,-28.5,34090,84,2.46
2878,60187.04019,0.766,265,0,2.64,-28.5,34092,84,2.64
2879,60186.43136,0.766,265,0,2.64,-28.5,34093,84,2.64
2880,60185.82454,0.765,265,0,2.46,-28.5,34094,84,2.46
2881,60185.21773,0.765,265,0,2.46,-28.5,34095,84,2.46
2882,60184.60688,0.766,264,0,2.46,-28.5,34098,84,2.46
2883,60184.00006,0.766,265,0,2.46,-28.5,34099,84,2.46
2884,60183.39325,0.766,265,0,2.29,-28.5,34103,84,2.29
2885,60182.78643,0.766,265,0,2.29,-28.5,34104,84,2.29
2886,60182.1776,0.766,265,0,2.29,-28.5,34108,84,2.29
2887,60181.57078,0.766,265,0,2.11,-28.5,34111,84,2.11
2888,60180.96598,0.766,265,0,2.11,-28.5,34113,84,2.11
2889,60180.3632,0.766,265,0,2.11,-28.5,34113,84,2.11
2890,60179.76042,0.766,265,0,2.11,-28.5,34116,84,2.11
2891,60179.15763,0.765,265,0,2.11,-28.5,34116,84,2.11
2892,60178.55485,0.765,264,0,1.93,-28.75,34116,84,1.93
2893,60177.95206,0.764,264,0,1.93,-28.75,34117,84,1.93
2894,60177.34928,0.764,264,0,1.93,-28.75,34117,84,1.93
2895,60176.7465,0.764,264,0,1.93,-28.75,34117,84,1.93
2896,60176.14371,0.763,264,0,2.11,-29,34116,84,2.11
2897,60175.53891,0.763,264,0,2.11,-29,34115,84,2.11
2898,60174.93411,0.763,264,0,2.11,-29,34114,84,2.11
2899,60174.32931,0.763,264,0,2.11,-29,34113,84,2.11
2900,60173.72653,0.764,264,0,2.11,-29,34110,84,2.11
2901,60173.12374,0.764,264,0,2.11,-29,34111,84,2.11
2902,60172.52298,0.763,264,0,2.11,-29,34107,84,2.11
2903,60171.92019,0.763,264,0,2.29,-29,34108,84,2.29
2904,60171.31741,0.764,264,0,2.29,-29,34105,84,2.29
2905,60170.71462,0.764,264,0,2.29,-29,34104,84,2.29
2906,60170.11184,0.765,264,0,2.29,-29,34103,84,2.29
2907,60169.50906,0.765,264,0,2.29,-28.75,34100,84,2.29
2908,60168.90627,0.766,265,0,2.29,-28.75,34100,84,2.29
2909,60168.30349,0.766,265,0,2.29,-28.75,34101,84,2.29
2910,60167.7007,0.766,265,0,2.29,-28.5,34099,84,2.29
2911,60167.09792,0.765,265,0,2.29,-28.5,34101,84,2.29
2912,60166.49514,0.764,264,0,2.29,-28.5,34101,84,2.29
2913,60165.89235,0.764,264,0,2.29,-28.5,34101,84,2.29
2914,60165.28957,0.764,264,0,2.29,-28.5,34104,84,2.29
2915,60164.68678,0.764,264,0,2.29,-28.5,34105,84,2.29
2916,60164.084,0.766,264,0,2.29,-28.5,34105,84,2.29
2917,60163.48122,0.765,264,0,2.29,-28.5,34105,84,2.29
2918,60162.87642,0.766,264,0,2.11,-28.5,34105,84,2.11
2919,60162.27162,0.766,264,0,2.11,-28.5,34106,84,2.11
2920,60161.66883,0.766,265,0,2.11,-28.25,34106,84,2.11
2921,60161.06403,0.766,265,0,2.11,-28.25,34107,84,2.11
2922,60160.45923,0.766,265,0,2.11,-28.25,34108,84,2.11
2923,60159.85443,0.766,265,0,2.11,-28.25,34107,84,2.11
2924,60159.24963,0.766,265,0,2.11,-28.25,34109,84,2.11
2925,60158.64483,0.765,265,0,2.11,-28.25,34108,84,2.11
2926,60158.04003,0.765,264,0,2.11,-28.25,34107,84,2.11
2927,60157.43725,0.766,265,0,2.11,-28.5,34104,84,2.11
2928,60156.83446,0.765,264,0,2.11,-28.5,34106,84,2.11
2929,60156.23168,0.765,265,0,2.11,-28.5,34105,84,2.11
2930,60155.63091,0.765,264,0,2.11,-28.5,34102,84,2.11
2931,60155.02813,0.765,264,0,2.11,-28.5,34102,84,2.11
2932,60154.42938,0.765,264,0,2.29,-28.5,34102,84,2.29
2933,60153.82861,0.765,264,0,2.29,-28.5,34103,84,2.29
2934,60153.22986,0.765,264,0,2.29,-28.5,34101,84,2.29
2935,60152.62909,0.765,264,0,2.29,-28.5,34102,84,2.29
2936,60152.03034,0.765,264,0,2.29,-28.25,34099,83,2.29
2937,60151.42755,0.765,264,0,2.29,-28.25,34101,84,2.29
2938,60150.8288,0.764,264,0,2.29,-28.25,34100,84,2.29
2939,60150.23005,0.765,264,0,2.29,-28.25,34103,84,2.29
2940,60149.6313,0.765,264,0,2.29,-28.25,34102,84,2.29
2941,60149.03053,0.764,264,0,2.29,-28.25,34102,84,2.29
2942,60148.43178,0.764,264,0,2.29,-28.25,34102,84,2.29
2943,60147.83302,0.764,264,0,2.29,-28.25,34103,84,2.29
2944,60147.23226,0.764,264,0,2.29,-28.25,34103,84,2.29
2945,60146.63149,0.764,264,0,2.29,-28.25,34105,84,2.29
2946,60146.03274,0.764,264,0,2.29,-28.25,34104,84,2.29
2947,60145.43398,0.764,264,0,2.29,-28.25,34102,84,2.29
2948,60144.83322,0.763,264,0,2.29,-28.25,34103,84,2.29
2949,60144.23446,0.762,264,0,2.29,-28.25,34104,84,2.29
2950,60143.63571,0.762,263,0,2.29,-28.25,34105,84,2.29
2951,60143.03494,0.762,263,0,2.29,-28,34104,84,2.29
2952,60142.43619,0.762,263,0,2.29,-28,34103,84,2.29
2953,60141.83744,0.761,263,0,2.29,-28,34102,84,2.29
2954,60141.2407,0.761,263,0,2.29,-28.25,34103,84,2.29
2955,60140.64397,0.76,263,0,2.29,-28.25,34104,84,2.29
2956,60140.04925,0.761,262,0,2.29,-28.25,34101,83,2.29
2957,60139.45453,0.762,263,0,2.29,-28.25,34102,83,2.29
2958,60138.85981,0.762,263,0,2.29,-28.25,34101,83,2.29
2959,60138.26307,0.763,263,0,2.29,-28.25,34100,83,2.29
2960,60137.66432,0.763,264,0,2.29,-28.25,34100,83,2.29
2961,60137.06557,0.763,264,0,2.29,-28.25,34099,83,2.29
2962,60136.46682,0.762,263,0,2.29,-28.25,34100,83,2.29
2963,60135.86806,0.762,263,0,2.29,-28.25,34102,83,2.29
2964,60135.27133,0.763,264,0,2.29,-28.25,34102,83,2.29
2965,60134.67056,0.764,263,0,2.29,-28.25,34101,83,2.29
2966,60134.07382,0.761,264,0,2.29,-28.25,34102,83,2.29
2967,60133.47507,0.761,263,0,2.29,-28.25,34103,84,2.29
2968,60132.87632,0.761,263,0,2.29,-28.25,34104,84,2.29
2969,60132.27958,0.761,263,0,2.29,-28.25,34105,84,2.29
2970,60131.68285,0.761,263,0,2.29,-28.25,34105,84,2.29
2971,60131.08611,0.76,262,0,2.29,-28.25,34105,84,2.29
2972,60130.48938,0.76,263,0,2.29,-28.25,34105,84,2.29
2973,60129.89062,0.76,262,0,2.29,-28.25,34106,84,2.29
2974,60129.28986,0.761,262,0,2.11,-28.25,34106,84,2.11
2975,60128.68909,0.761,263,0,2.29,-28.25,34103,84,2.29
2976,60128.08832,0.76,263,0,2.29,-28.25,34105,84,2.29
2977,60127.48755,0.761,263,0,2.29,-28.25,34104,84,2.29
2978,60126.88678,0.759,263,0,2.29,-28.25,34106,84,2.29
2979,60126.28803,0.759,262,0,2.29,-28.25,34105,84,2.29
2980,60125.68928,0.759,263,0,2.29,-28.25,34104,84,2.29
2981,60125.08851,0.759,262,0,2.29,-28.25,34103,84,2.29
2982,60124.48976,0.757,262,0,2.29,-28.25,34105,84,2.29
2983,60123.88899,0.756,261,0,2.11,-28.25,34105,84,2.11
2984,60123.29024,0.756,261,0,2.29,-28.25,34104,84,2.29
2985,60122.69149,0.757,261,0,2.29,-28.25,34102,84,2.29
2986,60122.09072,0.756,261,0,2.29,-28.25,34102,84,2.29
2987,60121.48995,0.756,261,0,2.29,-28.25,34101,84,2.29
2988,60120.89322,0.756,261,0,2.29,-28.25,34101,84,2.29
2989,60120.29446,0.756,261,0,2.29,-28.25,34099,84,2.29
2990,60119.69571,0.757,261,0,2.29,-28.25,34100,84,2.29
2991,60119.09696,0.756,261,0,2.29,-28.25,34099,84,2.29
2992,60118.49821,0.757,261,0,2.29,-28.25,34099,84,2.29
2993,60117.89946,0.757,261,0,2.29,-28.25,34099,84,2.29
2994,60117.30272,0.757,261,0,2.29,-28.25,34098,84,2.29
2995,60116.70195,0.757,261,0,2.29,-28.25,34099,84,2.29
2996,60116.10118,0.757,261,0,2.29,-28.25,34100,84,2.29
2997,60115.4984,0.757,261,0,2.29,-28.25,34100,84,2.29
2998,60114.8936,0.758,262,0,2.29,-28.25,34100,84,2.29
2999,60114.2888,0.758,262,0,2.29,-28.25,34101,84,2.29
3000,60113.68602,0.758,262,0,2.29,-28.25,34100,84,2.29
3001,60113.08323,0.757,262,0,2.29,-28.25,34101,84,2.29
3002,60112.48045,0.757,261,0,2.29,-28.25,34102,84,2.29
3003,60111.87766,0.757,261,0,2.29,-28.25,34102,84,2.29
3004,60111.27286,0.757,261,0,2.29,-28.25,34101,84,2.29
3005,60110.67008,0.757,261,0,2.29,-28.25,34101,84,2.29
3006,60110.06931,0.756,261,0,2.29,-28.25,34101,84,2.29
3007,60109.46451,0.756,261,0,2.29,-28.25,34100,84,2.29
3008,60108.86173,0.756,261,0,2.29,-28.25,34099,84,2.29
3009,60108.25894,0.756,261,0,2.46,-28.25,34099,84,2.46
3010,60107.65414,0.756,261,0,2.29,-28.25,34099,84,2.29
3011,60107.05136,0.756,261,0,2.46,-28.25,34099,84,2.46
3012,60106.44656,0.757,261,0,2.46,-28.25,34097,84,2.46
3013,60105.84176,0.756,261,0,2.46,-28.25,34098,84,2.46
3014,60105.23696,0.756,261,0,2.46,-28.25,34098,84,2.46
3015,60104.63216,0.756,261,0,2.46,-28.25,34100,84,2.46
3016,60104.02736,0.756,261,0,2.46,-28.25,34099,84,2.46
3017,60103.42054,0.756,261,0,2.46,-28.25,34099,84,2.46
3018,60102.81776,0.756,261,0,2.46,-28.25,34100,84,2.46
3019,60102.21296,0.756,261,0,2.46,-28.25,34099,84,2.46
3020,60101.60816,0.756,261,0,2.46,-28.25,34099,84,2.46
3021,60101.00336,0.756,261,0,2.46,-28.25,34100,84,2.46
3022,60100.39856,0.756,261,0,2.46,-28.25,34100,84,2.46
3023,60099.79376,0.757,261,0,2.46,-28.25,34100,84,2.46
3024,60099.18896,0.757,261,0,2.46,-28.25,34101,84,2.46
3025,60098.58416,0.756,261,0,2.46,-28.25,34100,84,2.46
3026,60097.97734,0.756,261,0,2.46,-28.25,34101,84,2.46
3027,60097.37254,0.756,261,0,2.46,-28.25,34101,84,2.46
3028,60096.76774,0.756,261,0,2.46,-28,34102,84,2.46
3029,60096.16294,0.755,261,0,2.46,-28,34102,84,2.46
3030,60095.55613,0.755,261,0,2.46,-28,34102,84,2.46
3031,60094.94931,0.755,261,0,2.46,-28,34103,84,2.46
3032,60094.3425,0.755,261,0,2.46,-28,34103,84,2.46
3033,60093.73568,0.755,261,0,2.46,-28,34103,84,2.46
3034,60093.12886,0.755,261,0,2.46,-28,34103,84,2.46
3035,60092.52003,0.756,261,0,2.46,-28,34102,84,2.46
3036,60091.91322,0.755,261,0,2.46,-28,34103,84,2.46
3037,60091.3064,0.756,261,0,2.46,-27.75,34102,84,2.46
3038,60090.69757,0.756,261,0,2.46,-27.75,34103,84,2.46
3039,60090.08874,0.756,261,0,2.46,-27.75,34103,84,2.46
3040,60089.4799,0.756,261,0,2.46,-27.75,34104,84,2.46
3041,60088.87107,0.756,261,0,2.46,-27.75,34104,84,2.46
3042,60088.26022,0.756,261,0,2.46,-27.75,34105,84,2.46
3043,60087.65139,0.756,261,0,2.46,-27.75,34106,84,2.46
3044,60087.04054,0.756,261,0,2.46,-27.75,34107,84,2.46
3045,60086.4297,0.756,261,0,2.46,-27.75,34106,84,2.46
3046,60085.81885,0.756,261,0,2.46,-27.75,34107,84,2.46
3047,60085.21002,0.756,261,0,2.46,-27.75,34107,84,2.46
3048,60084.59917,0.757,261,0,2.46,-28,34106,84,2.46
3049,60083.98832,0.757,261,0,2.29,-28,34107,84,2.29
3050,60083.37949,0.757,261,0,2.46,-28,34106,84,2.46
3051,60082.77066,0.758,262,0,2.46,-28,34106,84,2.46
3052,60082.16182,0.757,262,0,2.29,-28,34106,84,2.29
3053,60081.55299,0.758,261,0,2.46,-28,34107,84,2.46
3054,60080.94416,0.757,261,0,2.29,-28,34106,84,2.29
3055,60080.33331,0.758,261,0,2.46,-28,34108,84,2.46
3056,60079.72246,0.758,262,0,2.29,-28,34107,84,2.29
3057,60079.11162,0.759,262,0,2.29,-28,34105,84,2.29
3058,60078.50077,0.76,262,0,2.46,-28,34108,84,2.46
3059,60077.89194,0.761,262,0,2.29,-28,34106,84,2.29
3060,60077.28109,0.764,263,0,2.29,-27.75,34106,84,2.29
3061,60076.66822,0.764,264,0,2.29,-27.5,34106,84,2.29
3062,60076.05536,0.766,264,0,2.29,-27.25,34106,84,2.29
3063,60075.44048,0.765,264,0,2.29,-27,34107,84,2.29
3064,60074.8256,0.767,264,0,2.29,-27,34109,84,2.29
3065,60074.21072,0.767,265,0,2.29,-27,34109,84,2.29
3066,60073.59584,0.768,265,0,2.29,-26.75,34111,84,2.29
3067,60072.97894,0.768,266,0,2.29,-26.75,34111,84,2.29
3068,60072.36205,0.768,266,0,2.29,-26.75,34113,84,2.29
3069,60071.74515,0.769,265,0,2.29,-26.75,34114,84,2.29
3070,60071.12826,0.768,266,0,2.29,-26.75,34115,84,2.29
3071,60070.51338,0.768,265,0,2.11,-26.75,34115,84,2.11
3072,60069.8985,0.768,265,0,2.11,-26.75,34115,84,2.11
3073,60069.2816,0.768,265,0,2.11,-26.75,34115,84,2.11
3074,60068.6647,0.768,266,0,2.11,-26.75,34116,84,2.11
3075,60068.04982,0.768,265,0,2.11,-26.75,34115,84,2.11
3076,60067.43696,0.768,265,0,2.11,-26.75,34114,84,2.11
3077,60066.82611,0.768,266,0,2.11,-26.75,34115,84,2.11
3078,60066.21728,0.768,266,0,2.11,-26.5,34114,84,2.11
3079,60065.60845,0.768,266,0,2.11,-26.5,34112,84,2.11
3080,60064.99962,0.768,265,0,2.11,-26.5,34112,84,2.11
3081,60064.39078,0.768,266,0,2.11,-26.75,34110,84,2.11
3082,60063.78195,0.768,265,0,2.11,-26.75,34111,84,2.11
3083,60063.17514,0.767,265,0,2.11,-26.75,34109,84,2.11
3084,60062.57034,0.767,265,0,2.11,-26.75,34110,84,2.11
3085,60061.96755,0.768,265,0,2.11,-26.75,34109,84,2.11
3086,60061.36477,0.767,265,0,2.11,-26.75,34108,84,2.11
3087,60060.75997,0.767,265,0,2.11,-26.75,34107,84,2.11
3088,60060.15718,0.768,265,0,2.11,-26.75,34108,84,2.11
3089,60059.5544,0.768,265,0,2.11,-26.75,34106,84,2.11
3090,60058.95363,0.767,265,0,2.29,-26.75,34105,84,2.29
3091,60058.35085,0.767,265,0,2.29,-26.75,34105,84,2.29
3092,60057.75008,0.766,265,0,2.29,-26.75,34104,84,2.29
3093,60057.14931,0.766,265,0,2.29,-26.75,34105,84,2.29
3094,60056.54854,0.767,265,0,2.29,-26.75,34105,84,2.29
3095,60055.94979,0.767,265,0,2.29,-26.75,34106,84,2.29
3096,60055.35306,0.767,265,0,2.29,-26.75,34104,84,2.29
3097,60054.75632,0.767,265,0,2.29,-26.75,34104,84,2.29
3098,60054.15958,0.767,265,0,2.29,-26.75,34105,84,2.29
3099,60053.56486,0.767,265,0,2.29,-26.75,34104,84,2.29
3100,60052.97014,0.768,265,0,2.29,-26.75,34103,84,2.29
3101,60052.37542,0.768,265,0,2.29,-26.75,34103,83,2.29
3102,60051.7807,0.768,266,0,2.29,-26.75,34104,83,2.29
3103,60051.18598,0.768,265,0,2.29,-26.75,34105,83,2.29
3104,60050.59126,0.767,265,0,2.29,-26.75,34105,83,2.29
3105,60049.99654,0.767,265,0,2.29,-26.75,34106,83,2.29
3106,60049.40384,0.767,265,0,2.29,-26.75,34106,83,2.29
3107,60048.81114,0.767,265,0,2.29,-26.75,34106,83,2.29
3108,60048.22045,0.768,265,0,2.29,-26.75,34106,83,2.29
3109,60047.62976,0.768,266,0,2.11,-26.75,34106,83,2.11
3110,60047.03907,0.769,265,0,2.29,-26.75,34107,83,2.29
3111,60046.44637,0.769,266,0,2.29,-26.75,34108,83,2.29
3112,60045.85568,0.769,266,0,2.29,-26.75,34107,83,2.29
3113,60045.26499,0.768,266,0,2.29,-26.5,34108,83,2.29
3114,60044.6743,0.768,266,0,2.29,-26.5,34107,83,2.29
3115,60044.08563,0.768,265,0,2.29,-26.5,34108,83,2.29
3116,60043.49494,0.768,265,0,2.29,-26.75,34108,83,2.29
3117,60042.90426,0.768,265,0,2.29,-26.75,34107,83,2.29
3118,60042.31558,0.768,266,0,2.29,-26.75,34108,83,2.29
3119,60041.7249,0.767,265,0,2.29,-26.75,34107,83,2.29
3120,60041.13622,0.767,265,0,2.29,-26.75,34108,83,2.29
3121,60040.55158,0.768,265,0,2.11,-26.75,34109,83,2.11
3122,60039.96493,0.767,265,0,2.11,-26.75,34107,83,2.11
3123,60039.37827,0.767,265,0,2.11,-26.75,34108,83,2.11
3124,60038.79162,0.767,265,0,2.11,-26.75,34108,83,2.11
3125,60038.20496,0.766,265,0,2.11,-26.75,34106,83,2.11
3126,60037.6183,0.766,265,0,2.11,-26.75,34108,83,2.11
3127,60037.03165,0.766,265,0,2.11,-26.75,34106,83,2.11
3128,60036.44701,0.766,265,0,2.11,-27,34107,83,2.11
3129,60035.86237,0.766,265,0,2.11,-27,34106,83,2.11
3130,60035.27974,0.766,265,0,2.11,-27,34107,83,2.11
3131,60034.69712,0.765,265,0,2.11,-27,34105,83,2.11
3132,60034.11248,0.766,264,0,2.11,-27,34105,83,2.11
3133,60033.52986,0.765,265,0,2.29,-27,34106,83,2.29
3134,60032.94723,0.765,264,0,2.29,-27,34105,83,2.29
3135,60032.36461,0.766,265,0,2.29,-27,34102,83,2.29
3136,60031.78198,0.766,265,0,2.29,-27,34104,83,2.29
3137,60031.19936,0.766,265,0,2.29,-27,34104,83,2.29
3138,60030.61674,0.766,265,0,2.29,-27,34103,83,2.29
3139,60030.03411,0.766,265,0,2.29,-27,34102,83,2.29
3140,60029.45149,0.766,265,0,2.29,-27,34102,83,2.29
3141,60028.86886,0.765,265,0,2.29,-27,34103,83,2.29
3142,60028.28624,0.765,265,0,2.29,-27,34103,83,2.29
3143,60027.70362,0.766,265,0,2.29,-27,34104,83,2.29
3144,60027.12099,0.767,265,0,2.29,-27,34103,83,2.29
3145,60026.53837,0.767,265,0,2.29,-27,34105,83,2.29
3146,60025.95574,0.767,265,0,2.29,-27,34104,83,2.29
3147,60025.3711,0.768,265,0,2.29,-26.75,34104,83,2.29
3148,60024.78646,0.768,266,0,2.29,-26.75,34104,83,2.29
3149,60024.20182,0.768,265,0,2.29,-26.75,34106,83,2.29
3150,60023.61718,0.768,265,0,2.29,-26.75,34106,83,2.29
3151,60023.03456,0.768,265,0,2.29,-26.75,34107,83,2.29
3152,60022.4479,0.768,266,0,2.29,-26.75,34107,83,2.29
3153,60021.86326,0.769,266,0,2.29,-26.75,34107,83,2.29
3154,60021.27862,0.769,266,0,2.29,-26.75,34108,83,2.29
3155,60020.69398,0.769,266,0,2.29,-26.75,34108,83,2.29
3156,60020.10934,0.769,266,0,2.11,-26.75,34108,83,2.11
3157,60019.5247,0.769,266,0,2.11,-26.5,34107,83,2.11
3158,60018.93805,0.768,266,0,2.11,-26.5,34109,83,2.11
3159,60018.35341,0.768,266,0,2.11,-26.5,34110,83,2.11
3160,60017.76877,0.768,265,0,2.11,-26.75,34111,83,2.11
3161,60017.18413,0.768,266,0,2.11,-26.75,34111,83,2.11
3162,60016.60352,0.768,265,0,2.11,-26.75,34111,83,2.11
3163,60016.02493,0.768,266,0,2.11,-26.75,34109,83,2.11
3164,60015.44432,0.768,266,0,2.11,-26.75,34109,83,2.11
3165,60014.86573,0.768,265,0,2.11,-26.75,34108,83,2.11
3166,60014.28915,0.768,265,0,2.11,-26.75,34107,83,2.11
3167,60013.71258,0.767,265,0,2.11,-26.75,34107,83,2.11
3168,60013.13398,0.766,265,0,2.11,-26.75,34108,83,2.11
3169,60012.55539,0.766,265,0,2.11,-26.75,34107,83,2.11
3170,60011.97882,0.767,265,0,2.11,-26.75,34106,83,2.11
3171,60011.40022,0.767,265,0,2.11,-26.75,34105,83,2.11
3172,60010.82566,0.767,265,0,2.11,-27,34106,83,2.11
3173,60010.2511,0.767,265,0,2.11,-27,34106,83,2.11
3174,60009.67654,0.767,265,0,2.29,-27,34106,83,2.29
3175,60009.10198,0.767,265,0,2.29,-26.75,34106,83,2.29
3176,60008.52742,0.767,265,0,2.11,-26.75,34105,83,2.11
3177,60007.95286,0.766,265,0,2.29,-26.75,34105,83,2.29
3178,60007.3783,0.767,265,0,2.29,-26.75,34105,83,2.29
3179,60006.80374,0.766,265,0,2.29,-26.75,34104,83,2.29
3180,60006.22918,0.767,265,0,2.29,-26.75,34104,83,2.29
3181,60005.65664,0.767,265,0,2.11,-26.75,34103,83,2.11
3182,60005.08208,0.767,265,0,2.29,-26.75,34103,83,2.29
3183,60004.50752,0.767,265,0,2.29,-26.75,34102,83,2.29
3184,60003.93296,0.766,265,0,2.29,-26.75,34104,83,2.29
3185,60003.3584,0.766,265,0,2.29,-26.75,34106,83,2.29
3186,60002.78384,0.766,265,0,2.29,-26.75,34105,83,2.29
3187,60002.20928,0.766,265,0,2.29,-26.75,34106,83,2.29
3188,60001.63674,0.766,265,0,2.11,-26.75,34107,83,2.11
3189,60001.06218,0.765,265,0,2.29,-26.75,34106,83,2.29
3190,60000.48963,0.765,264,0,2.29,-26.75,34107,83,2.29
